Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,17-08-2012," $15,97,868.05 ",0,84.85,$3.57,222.0384109,6.908
1,24-08-2012," $14,94,122.38 ",0,77.66,$3.62,222.1719457,6.908
1,31-08-2012," $15,82,083.40 ",0,80.49,$3.64,222.3054805,6.908
1,07-09-2012," $16,61,767.33 ",1,83.96,$3.73,222.4390153,6.908
1,14-09-2012," $15,17,428.87 ",0,74.97,$3.72,222.5820193,6.908
1,21-09-2012," $15,06,126.06 ",0,69.87,$3.72,222.7818386,6.908
1,28-09-2012," $14,37,059.26 ",0,76.08,$3.67,222.9816579,6.908
1,05-10-2012," $16,70,785.97 ",0,68.55,$3.62,223.1814772,6.573
1,12-10-2012," $15,73,072.81 ",0,62.99,$3.60,223.3812965,6.573
1,19-10-2012," $15,08,068.77 ",0,67.97,$3.59,223.4257233,6.573
1,26-10-2012," $14,93,659.74 ",0,69.16,$3.51,223.4442513,6.573
2,05-02-2010," $21,36,989.46 ",0,40.19,$2.57,210.7526053,8.324
2,12-02-2010," $21,37,809.50 ",1,38.49,$2.55,210.8979935,8.324
2,19-02-2010," $21,24,451.54 ",0,39.69,$2.51,210.9451605,8.324
2,26-02-2010," $18,65,097.27 ",0,46.1,$2.56,210.9759573,8.324
2,05-03-2010," $19,91,013.13 ",0,47.17,$2.63,211.0067542,8.324
2,12-03-2010," $19,90,483.78 ",0,57.56,$2.67,211.037551,8.324
2,19-03-2010," $19,46,070.88 ",0,54.52,$2.72,210.8733316,8.324
2,26-03-2010," $17,50,197.81 ",0,51.26,$2.73,210.6766095,8.324
2,02-04-2010," $20,66,187.72 ",0,63.27,$2.72,210.4798874,8.2
2,09-04-2010," $19,54,689.21 ",0,65.41,$2.77,210.2831653,8.2
2,16-04-2010," $18,74,957.94 ",0,68.07,$2.81,210.1495463,8.2
2,23-04-2010," $18,21,990.93 ",0,65.11,$2.80,210.1000648,8.2
2,30-04-2010," $18,02,450.29 ",0,66.98,$2.78,210.0505833,8.2
2,07-05-2010," $20,42,581.71 ",0,71.28,$2.84,210.0011018,8.2
2,14-05-2010," $18,80,752.36 ",0,73.31,$2.85,209.9984585,8.2
2,21-05-2010," $18,96,937.10 ",0,74.83,$2.83,210.2768443,8.2
2,28-05-2010," $19,57,113.89 ",0,81.13,$2.76,210.5552301,8.2
2,04-06-2010," $21,02,539.93 ",0,81.81,$2.71,210.833616,8.2
2,11-06-2010," $20,25,538.76 ",0,83.4,$2.67,211.1120018,8.2
2,18-06-2010," $20,01,636.96 ",0,85.81,$2.64,211.1096543,8.2
2,25-06-2010," $19,39,927.09 ",0,86.26,$2.65,210.9950134,8.2
2,02-07-2010," $20,03,940.64 ",0,82.74,$2.67,210.8803726,8.099
2,09-07-2010," $18,80,902.62 ",0,82.59,$2.64,210.7657317,8.099
2,16-07-2010," $18,45,879.79 ",0,85.32,$2.62,210.7577954,8.099
2,23-07-2010," $17,81,717.71 ",0,87.66,$2.61,210.8921319,8.099
2,30-07-2010," $18,04,246.16 ",0,83.49,$2.64,211.0264684,8.099
2,06-08-2010," $19,91,909.98 ",0,89.53,$2.63,211.1608049,8.099
2,13-08-2010," $18,95,601.05 ",0,89.05,$2.69,211.2951413,8.099
2,20-08-2010," $19,64,335.23 ",0,88.7,$2.66,211.2596586,8.099
2,27-08-2010," $18,63,840.49 ",0,87.12,$2.62,211.2241759,8.099
2,03-09-2010," $19,04,608.09 ",0,81.83,$2.58,211.1886931,8.099
2,10-09-2010," $18,39,128.83 ",1,79.09,$2.57,211.1532104,8.099
2,17-09-2010," $17,93,903.60 ",0,82.05,$2.58,211.1806415,8.099
2,24-09-2010," $17,24,557.22 ",0,81.79,$2.62,211.2552578,8.099
2,01-10-2010," $18,27,440.43 ",0,69.24,$2.60,211.3298742,8.163
2,08-10-2010," $18,49,921.44 ",0,63.19,$2.63,211.4044906,8.163
2,15-10-2010," $17,94,355.49 ",0,65.8,$2.72,211.4713286,8.163
2,22-10-2010," $17,37,947.64 ",0,68.5,$2.73,211.5187208,8.163
2,29-10-2010," $18,02,755.11 ",0,66.24,$2.72,211.5661131,8.163
2,05-11-2010," $19,39,061.41 ",0,57.85,$2.69,211.6135053,8.163
2,12-11-2010," $19,16,812.74 ",0,59.69,$2.73,211.6608975,8.163
2,19-11-2010," $19,56,739.17 ",0,50.81,$2.77,211.5470304,8.163
2,26-11-2010," $26,58,725.29 ",1,62.98,$2.74,211.4062867,8.163
2,03-12-2010," $20,15,781.27 ",0,49.33,$2.71,211.265543,8.163
2,10-12-2010," $23,78,726.55 ",0,45.5,$2.84,211.1247993,8.163
2,17-12-2010," $26,09,166.75 ",0,47.55,$2.87,211.0645458,8.163
2,24-12-2010," $34,36,007.68 ",0,49.97,$2.89,211.0646599,8.163
2,31-12-2010," $17,50,434.55 ",1,47.3,$2.94,211.064774,8.163
2,07-01-2011," $17,58,050.79 ",0,44.69,$2.98,211.0648881,8.028
2,14-01-2011," $17,44,193.58 ",0,33.02,$2.98,211.1176713,8.028
2,21-01-2011," $17,51,384.90 ",0,41.4,$3.02,211.4864691,8.028
2,28-01-2011," $16,95,371.68 ",0,42.83,$3.01,211.8552668,8.028
2,04-02-2011," $19,29,346.23 ",0,38.25,$2.99,212.2240646,8.028
2,11-02-2011," $21,68,041.61 ",1,33.19,$3.02,212.5928624,8.028
2,18-02-2011," $20,80,884.82 ",0,57.83,$3.05,212.9033115,8.028
2,25-02-2011," $18,33,511.08 ",0,60.8,$3.07,213.190421,8.028
2,04-03-2011," $19,81,607.78 ",0,57.77,$3.29,213.4775305,8.028
2,11-03-2011," $18,79,107.31 ",0,52.7,$3.46,213.7646401,8.028
2,18-03-2011," $19,02,557.66 ",0,62.32,$3.49,214.0156238,8.028
2,25-03-2011," $17,66,162.05 ",0,69.42,$3.47,214.2521573,8.028
2,01-04-2011," $18,00,171.36 ",0,55.43,$3.52,214.4886908,7.931
2,08-04-2011," $18,47,552.61 ",0,67,$3.62,214.7252242,7.931
2,15-04-2011," $18,56,467.84 ",0,69.48,$3.74,214.9420631,7.931
2,22-04-2011," $18,86,339.60 ",0,69.39,$3.81,215.1096657,7.931
2,29-04-2011," $17,45,545.28 ",0,69.21,$3.81,215.2772683,7.931
2,06-05-2011," $18,37,743.60 ",0,61.48,$3.91,215.4448709,7.931
2,13-05-2011," $18,38,513.07 ",0,74.61,$3.90,215.6124735,7.931
2,20-05-2011," $16,88,281.86 ",0,67.14,$3.91,215.3834778,7.931
2,27-05-2011," $17,97,732.56 ",0,76.42,$3.79,215.1544822,7.931
2,03-06-2011," $19,33,756.21 ",0,83.07,$3.70,214.9254865,7.931
2,10-06-2011," $19,29,153.16 ",0,83.4,$3.65,214.6964908,7.931
2,17-06-2011," $19,53,771.99 ",0,86.53,$3.64,214.6513538,7.931
2,24-06-2011," $17,90,925.80 ",0,85.17,$3.59,214.7441108,7.931
2,01-07-2011," $18,66,243.00 ",0,85.69,$3.52,214.8368678,7.852
2,08-07-2011," $18,53,161.99 ",0,87.7,$3.48,214.9296249,7.852
2,15-07-2011," $17,85,187.29 ",0,89.83,$3.58,215.0134426,7.852
2,22-07-2011," $17,43,816.41 ",0,89.34,$3.65,215.0749122,7.852
2,29-07-2011," $16,80,693.06 ",0,90.07,$3.68,215.1363819,7.852
2,05-08-2011," $18,76,704.26 ",0,93.34,$3.68,215.1978515,7.852
2,12-08-2011," $18,12,768.26 ",0,91.58,$3.64,215.2593211,7.852
2,19-08-2011," $18,44,094.59 ",0,89.86,$3.55,215.3229307,7.852
2,26-08-2011," $18,21,139.91 ",0,90.45,$3.52,215.386897,7.852
2,02-09-2011," $18,09,119.70 ",0,89.64,$3.53,215.4508632,7.852
2,09-09-2011," $17,48,000.65 ",1,77.97,$3.55,215.5148295,7.852
2,16-09-2011," $16,91,439.52 ",0,78.85,$3.53,215.6944378,7.852
2,23-09-2011," $16,69,299.78 ",0,75.58,$3.47,216.0282356,7.852
2,30-09-2011," $16,50,394.44 ",0,78.14,$3.36,216.3620333,7.852
2,07-10-2011," $18,37,553.43 ",0,69.92,$3.29,216.6958311,7.441
2,14-10-2011," $17,43,882.19 ",0,71.67,$3.27,217.0048261,7.441
2,21-10-2011," $18,34,680.25 ",0,64.53,$3.35,217.1650042,7.441
2,28-10-2011," $17,69,296.25 ",0,65.87,$3.37,217.3251824,7.441
2,04-11-2011," $19,59,707.90 ",0,55.53,$3.33,217.4853605,7.441
2,11-11-2011," $19,20,725.15 ",0,59.33,$3.30,217.6455387,7.441
2,18-11-2011," $19,02,762.50 ",0,62.01,$3.31,217.8670218,7.441
2,25-11-2011," $26,14,202.30 ",1,56.36,$3.24,218.1130269,7.441
2,02-12-2011," $19,54,952.00 ",0,48.74,$3.17,218.3590319,7.441
2,09-12-2011," $22,90,549.32 ",0,41.76,$3.16,218.605037,7.441
2,16-12-2011," $24,32,736.52 ",0,50.13,$3.16,218.8217928,7.441
2,23-12-2011," $32,24,369.80 ",0,46.66,$3.11,218.9995495,7.441
2,30-12-2011," $18,74,226.52 ",1,44.57,$3.13,219.1773063,7.441
2,06-01-2012," $17,99,520.14 ",0,46.75,$3.16,219.355063,7.057
2,13-01-2012," $17,44,725.48 ",0,45.99,$3.26,219.5328198,7.057
2,20-01-2012," $17,11,769.11 ",0,51.7,$3.27,219.6258417,7.057
2,27-01-2012," $16,60,906.14 ",0,50.5,$3.29,219.7188636,7.057
2,03-02-2012," $19,35,299.94 ",0,55.21,$3.36,219.8118854,7.057
2,10-02-2012," $21,03,322.68 ",1,46.98,$3.41,219.9049073,7.057
2,17-02-2012," $21,96,688.46 ",0,43.82,$3.51,220.0651993,7.057
2,24-02-2012," $18,61,802.70 ",0,54.63,$3.56,220.275944,7.057
2,02-03-2012," $19,52,555.66 ",0,58.79,$3.63,220.4866886,7.057
2,09-03-2012," $19,37,628.26 ",0,57.11,$3.67,220.6974332,7.057
2,16-03-2012," $19,76,082.13 ",0,63.68,$3.73,220.8498468,7.057
2,23-03-2012," $17,90,439.16 ",0,64.01,$3.79,220.9244858,7.057
2,30-03-2012," $18,57,480.84 ",0,66.83,$3.85,220.9991248,7.057
2,06-04-2012," $21,29,035.91 ",0,68.43,$3.89,221.0737638,6.891
2,13-04-2012," $19,35,869.10 ",0,68.08,$3.89,221.1484028,6.891
2,20-04-2012," $18,47,344.45 ",0,65.69,$3.88,221.2021074,6.891
2,27-04-2012," $17,64,133.09 ",0,67.2,$3.81,221.255812,6.891
2,04-05-2012," $19,23,957.09 ",0,76.73,$3.75,221.3095166,6.891
2,11-05-2012," $19,17,520.99 ",0,73.87,$3.69,221.3632212,6.891
2,18-05-2012," $20,00,940.67 ",0,71.27,$3.63,221.380331,6.891
2,25-05-2012," $19,12,791.09 ",0,78.19,$3.56,221.3828029,6.891
2,01-06-2012," $19,10,092.37 ",0,78.38,$3.50,221.3852748,6.891
2,08-06-2012," $20,10,216.49 ",0,78.69,$3.45,221.3877467,6.891
2,15-06-2012," $19,62,924.30 ",0,80.56,$3.39,221.4009901,6.891
2,22-06-2012," $18,87,733.21 ",0,81.04,$3.35,221.4411622,6.891
2,29-06-2012," $18,81,046.12 ",0,86.32,$3.29,221.4813343,6.891
2,06-07-2012," $20,41,507.40 ",0,84.2,$3.23,221.5215064,6.565
2,13-07-2012," $18,30,075.13 ",0,80.17,$3.26,221.5616784,6.565
2,20-07-2012," $18,19,666.46 ",0,83.23,$3.31,221.5701123,6.565
2,27-07-2012," $17,57,923.88 ",0,86.37,$3.41,221.5785461,6.565
2,03-08-2012," $19,46,104.64 ",0,90.22,$3.42,221.5869799,6.565
2,10-08-2012," $18,66,719.96 ",0,88.55,$3.49,221.5954138,6.565
2,17-08-2012," $19,28,016.01 ",0,84.79,$3.57,221.6751459,6.565
2,24-08-2012," $18,76,788.15 ",0,76.91,$3.62,221.8083518,6.565
2,31-08-2012," $19,47,083.30 ",0,82.64,$3.64,221.9415576,6.565
2,07-09-2012," $18,98,777.07 ",1,87.65,$3.73,222.0747635,6.565
2,14-09-2012," $18,14,806.63 ",0,75.88,$3.72,222.2174395,6.565
2,21-09-2012," $18,29,415.67 ",0,71.09,$3.72,222.4169362,6.565
2,28-09-2012," $17,46,470.56 ",0,79.45,$3.67,222.6164329,6.565
2,05-10-2012," $19,98,321.04 ",0,70.27,$3.62,222.8159296,6.17
2,12-10-2012," $19,00,745.13 ",0,60.97,$3.60,223.0154263,6.17
2,19-10-2012," $18,47,990.41 ",0,68.08,$3.59,223.0598077,6.17
2,26-10-2012," $18,34,458.35 ",0,69.79,$3.51,223.0783366,6.17
3,05-02-2010," $4,61,622.22 ",0,45.71,$2.57,214.4248812,7.368
3,12-02-2010," $4,20,728.96 ",1,47.93,$2.55,214.5747916,7.368
3,19-02-2010," $4,21,642.19 ",0,47.07,$2.51,214.6198868,7.368
3,26-02-2010," $4,07,204.86 ",0,52.05,$2.56,214.6475127,7.368
3,05-03-2010," $4,15,202.04 ",0,53.04,$2.63,214.6751386,7.368
3,12-03-2010," $3,84,200.69 ",0,63.08,$2.67,214.7027646,7.368
3,19-03-2010," $3,75,328.59 ",0,60.42,$2.72,214.5301219,7.368
3,26-03-2010," $3,59,949.27 ",0,57.06,$2.73,214.3241011,7.368
3,02-04-2010," $4,23,294.40 ",0,65.56,$2.72,214.1180803,7.343
3,09-04-2010," $4,15,870.28 ",0,68,$2.77,213.9120595,7.343
3,16-04-2010," $3,54,993.26 ",0,66.98,$2.81,213.7726889,7.343
3,23-04-2010," $3,39,976.65 ",0,67.87,$2.80,213.7221852,7.343
3,30-04-2010," $3,61,248.39 ",0,70.24,$2.78,213.6716815,7.343
3,07-05-2010," $3,99,323.86 ",0,73.47,$2.84,213.6211778,7.343
3,14-05-2010," $3,84,357.94 ",0,77.18,$2.85,213.6196139,7.343
3,21-05-2010," $3,43,763.17 ",0,75.81,$2.83,213.9116886,7.343
3,28-05-2010," $3,50,089.23 ",0,78.6,$2.76,214.2037634,7.343
3,04-06-2010," $3,96,968.80 ",0,78.53,$2.71,214.4958382,7.343
3,11-06-2010," $3,55,017.09 ",0,82.1,$2.67,214.787913,7.343
3,18-06-2010," $3,64,076.85 ",0,83.52,$2.64,214.7858259,7.343
3,25-06-2010," $3,57,346.48 ",0,83.79,$2.65,214.6660741,7.343
3,02-07-2010," $3,81,151.72 ",0,82.2,$2.67,214.5463222,7.346
3,09-07-2010," $3,49,214.18 ",0,81.75,$2.64,214.4265704,7.346
3,16-07-2010," $3,52,728.78 ",0,84.32,$2.62,214.4176476,7.346
3,23-07-2010," $3,52,864.49 ",0,83.32,$2.61,214.5564968,7.346
3,30-07-2010," $3,47,955.05 ",0,82.04,$2.64,214.695346,7.346
3,06-08-2010," $4,02,635.76 ",0,85.13,$2.63,214.8341952,7.346
3,13-08-2010," $3,39,597.38 ",0,86.74,$2.69,214.9730444,7.346
3,20-08-2010," $3,51,728.21 ",0,88.02,$2.66,214.9314191,7.346
3,27-08-2010," $3,62,134.09 ",0,86.15,$2.62,214.8897938,7.346
3,03-09-2010," $3,66,473.97 ",0,84.16,$2.58,214.8481685,7.346
3,10-09-2010," $3,52,260.97 ",1,80.84,$2.57,214.8065431,7.346
3,17-09-2010," $3,63,064.64 ",0,82.36,$2.58,214.8322484,7.346
3,24-09-2010," $3,55,626.87 ",0,76.9,$2.62,214.9084516,7.346
3,01-10-2010," $3,58,784.10 ",0,73.6,$2.60,214.9846548,7.564
3,08-10-2010," $3,95,107.35 ",0,66.99,$2.63,215.060858,7.564
3,15-10-2010," $3,45,584.39 ",0,69.71,$2.72,215.1293114,7.564
3,22-10-2010," $3,48,895.98 ",0,71.64,$2.73,215.17839,7.564
3,29-10-2010," $3,48,591.74 ",0,72.04,$2.72,215.2274686,7.564
3,05-11-2010," $4,23,175.56 ",0,62.94,$2.69,215.2765472,7.564
3,12-11-2010," $3,86,635.03 ",0,62.79,$2.73,215.3256258,7.564
3,19-11-2010," $3,72,545.32 ",0,57.72,$2.77,215.2074519,7.564
3,26-11-2010," $5,65,567.84 ",1,68.71,$2.74,215.0614025,7.564
3,03-12-2010," $4,76,420.77 ",0,53.76,$2.71,214.9153531,7.564
3,10-12-2010," $4,67,642.03 ",0,51.13,$2.84,214.7693037,7.564
3,17-12-2010," $4,98,159.39 ",0,52.2,$2.87,214.704919,7.564
3,24-12-2010," $6,05,990.41 ",0,57.16,$2.89,214.7017828,7.564
3,31-12-2010," $3,82,677.76 ",1,53.2,$2.94,214.6986466,7.564
3,07-01-2011," $3,78,241.34 ",0,53.35,$2.98,214.6955104,7.551
3,14-01-2011," $3,81,061.10 ",0,44.76,$2.98,214.7470729,7.551
3,21-01-2011," $3,50,876.70 ",0,50.74,$3.02,215.1268275,7.551
3,28-01-2011," $3,64,866.24 ",0,48.71,$3.01,215.5065821,7.551
3,04-02-2011," $4,38,516.53 ",0,45.95,$2.99,215.8863367,7.551
3,11-02-2011," $4,30,526.21 ",1,43.57,$3.02,216.2660913,7.551
